"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21544","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:18:03 GMT 2025","passed","Fri Jan 03 10:18:25 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5708","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:11:28 GMT 2025","passed","Fri Jan 03 10:11:34 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","1394","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:43 GMT 2025","failed","Fri Jan 03 10:10:44 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","38912","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:16:42 GMT 2025","passed","Fri Jan 03 10:17:21 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","1059","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:38 GMT 2025","failed","Fri Jan 03 10:10:39 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","43318","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:14:32 GMT 2025","failed","Fri Jan 03 10:15:16 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","402","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:42 GMT 2025","failed","Fri Jan 03 10:10:42 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","32731","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:13:05 GMT 2025","broken","Fri Jan 03 10:13:37 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","35213","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:15:16 GMT 2025","passed","Fri Jan 03 10:15:51 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","51542","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:15:51 GMT 2025","passed","Fri Jan 03 10:16:42 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","370","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:51 GMT 2025","failed","Fri Jan 03 10:10:51 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","42637","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:12:22 GMT 2025","broken","Fri Jan 03 10:13:05 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","15453","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:11:41 GMT 2025","broken","Fri Jan 03 10:11:56 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","774","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:51 GMT 2025","failed","Fri Jan 03 10:10:52 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","734","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:52 GMT 2025","passed","Fri Jan 03 10:10:53 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","796","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:53 GMT 2025","failed","Fri Jan 03 10:10:54 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","941","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:45 GMT 2025","failed","Fri Jan 03 10:10:46 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","391","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:42 GMT 2025","failed","Fri Jan 03 10:10:43 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","6947","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:11:05 GMT 2025","passed","Fri Jan 03 10:11:12 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","28269","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:14:04 GMT 2025","passed","Fri Jan 03 10:14:32 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","26724","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:13:37 GMT 2025","passed","Fri Jan 03 10:14:04 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","941","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:49 GMT 2025","passed","Fri Jan 03 10:10:50 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","8828","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:57 GMT 2025","passed","Fri Jan 03 10:11:05 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","994","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:39 GMT 2025","passed","Fri Jan 03 10:10:40 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","41649","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:17:21 GMT 2025","passed","Fri Jan 03 10:18:03 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","947","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:47 GMT 2025","passed","Fri Jan 03 10:10:48 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","953","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:48 GMT 2025","passed","Fri Jan 03 10:10:49 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","428","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:41 GMT 2025","failed","Fri Jan 03 10:10:41 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","434","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:50 GMT 2025","failed","Fri Jan 03 10:10:51 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","989","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:44 GMT 2025","failed","Fri Jan 03 10:10:45 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","25901","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:11:56 GMT 2025","broken","Fri Jan 03 10:12:22 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","6848","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:11:34 GMT 2025","passed","Fri Jan 03 10:11:41 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","918","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:46 GMT 2025","failed","Fri Jan 03 10:10:47 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","446","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 10:10:40 GMT 2025","failed","Fri Jan 03 10:10:41 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
