"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1122","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:52 GMT 2024","broken","Tue Dec 31 12:12:53 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","15902","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:13:50 GMT 2024","broken","Tue Dec 31 12:14:06 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","31","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","5501","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:13:38 GMT 2024","passed","Tue Dec 31 12:13:44 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","5936","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:13:02 GMT 2024","passed","Tue Dec 31 12:13:08 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","17","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","20","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","6009","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:14:34 GMT 2024","passed","Tue Dec 31 12:14:40 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","3806","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:13:26 GMT 2024","failed","Tue Dec 31 12:13:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","7992","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","passed","Tue Dec 31 12:13:02 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","19","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","3500","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:13:30 GMT 2024","passed","Tue Dec 31 12:13:34 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","16","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","31","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","21","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","5706","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:14:19 GMT 2024","passed","Tue Dec 31 12:14:24 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","15","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","25","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","19","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","33","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","23","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","7013","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:13:15 GMT 2024","passed","Tue Dec 31 12:13:22 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","45","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:53 GMT 2024","broken","Tue Dec 31 12:12:53 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","4370","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:14:14 GMT 2024","passed","Tue Dec 31 12:14:19 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","31","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:53 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","37","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","4559","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:14:24 GMT 2024","passed","Tue Dec 31 12:14:29 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","15","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","21","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","6783","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:13:44 GMT 2024","passed","Tue Dec 31 12:13:50 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","4434","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:13:34 GMT 2024","failed","Tue Dec 31 12:13:38 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","4575","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:13:22 GMT 2024","passed","Tue Dec 31 12:13:26 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","17","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:12:54 GMT 2024","broken","Tue Dec 31 12:12:54 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","5220","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:14:29 GMT 2024","passed","Tue Dec 31 12:14:34 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","7910","Runs Cucumber Scenarios","Suite","Tue Dec 31 12:14:06 GMT 2024","failed","Tue Dec 31 12:14:14 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
