"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5563","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:50:01 GMT 2025","passed","Wed Jan 01 17:50:06 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","14593","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:50:28 GMT 2025","broken","Wed Jan 01 17:50:43 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","14841","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:52:35 GMT 2025","broken","Wed Jan 01 17:52:50 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","1062","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:49:22 GMT 2025","passed","Wed Jan 01 17:49:23 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","1019","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:49:20 GMT 2025","failed","Wed Jan 01 17:49:21 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","9191","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:51:36 GMT 2025","passed","Wed Jan 01 17:51:45 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","429","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:49:16 GMT 2025","failed","Wed Jan 01 17:49:16 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","433","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:49:14 GMT 2025","passed","Wed Jan 01 17:49:14 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","14575","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:50:43 GMT 2025","broken","Wed Jan 01 17:50:57 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","396","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:49:25 GMT 2025","passed","Wed Jan 01 17:49:26 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","476","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:49:13 GMT 2025","failed","Wed Jan 01 17:49:14 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","1466","Runs Cucumber Scenarios","Suite","Wed Jan 01 17:49:16 GMT 2025","failed","Wed Jan 01 17:49:18 GMT 2025","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
