"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","357","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:43:55 GMT 2025","failed","Fri Jan 03 07:43:55 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","742","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:43:54 GMT 2025","failed","Fri Jan 03 07:43:55 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","128","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:43:54 GMT 2025","failed","Fri Jan 03 07:43:54 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","321","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:43:56 GMT 2025","passed","Fri Jan 03 07:43:56 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","116","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:43:57 GMT 2025","failed","Fri Jan 03 07:43:57 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","146","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:43:57 GMT 2025","failed","Fri Jan 03 07:43:57 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","319","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:43:56 GMT 2025","failed","Fri Jan 03 07:43:56 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","3586","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:45:14 GMT 2025","broken","Fri Jan 03 07:45:17 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5186","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:46:15 GMT 2025","passed","Fri Jan 03 07:46:20 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","133","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:43:54 GMT 2025","failed","Fri Jan 03 07:43:54 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","7084","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:45:06 GMT 2025","passed","Fri Jan 03 07:45:14 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","6866","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 07:45:45 GMT 2025","passed","Fri Jan 03 07:45:51 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
