"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","176","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:03 GMT 2025","failed","Fri Jan 03 19:51:03 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","15390","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:10 GMT 2025","broken","Fri Jan 03 19:51:25 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","6098","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:53:22 GMT 2025","passed","Fri Jan 03 19:53:28 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","256","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:02 GMT 2025","failed","Fri Jan 03 19:51:02 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","466","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:05 GMT 2025","passed","Fri Jan 03 19:51:06 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","766","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:01 GMT 2025","passed","Fri Jan 03 19:51:02 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4344","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:53:02 GMT 2025","passed","Fri Jan 03 19:53:07 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5657","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:35 GMT 2025","passed","Fri Jan 03 19:52:41 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","537","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:01 GMT 2025","passed","Fri Jan 03 19:51:01 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","6923","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:15 GMT 2025","passed","Fri Jan 03 19:52:22 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","157","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:07 GMT 2025","passed","Fri Jan 03 19:51:07 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","3524","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:50:57 GMT 2025","passed","Fri Jan 03 19:51:01 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","312","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:08 GMT 2025","failed","Fri Jan 03 19:51:08 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
