"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3534","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:27 GMT 2025","passed","Fri Jan 03 19:52:31 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","276","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:09 GMT 2025","failed","Fri Jan 03 19:51:09 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","137","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:08 GMT 2025","failed","Fri Jan 03 19:51:08 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","6044","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:53:31 GMT 2025","passed","Fri Jan 03 19:53:38 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","157","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:04 GMT 2025","failed","Fri Jan 03 19:51:04 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","325","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:08 GMT 2025","passed","Fri Jan 03 19:51:09 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","404","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:06 GMT 2025","passed","Fri Jan 03 19:51:06 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","414","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:07 GMT 2025","passed","Fri Jan 03 19:51:07 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","158","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:03 GMT 2025","passed","Fri Jan 03 19:51:03 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4550","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:53:22 GMT 2025","passed","Fri Jan 03 19:53:26 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","462","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:05 GMT 2025","failed","Fri Jan 03 19:51:05 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4623","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:11 GMT 2025","passed","Fri Jan 03 19:52:16 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5158","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:53:26 GMT 2025","passed","Fri Jan 03 19:53:31 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","780","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:04 GMT 2025","failed","Fri Jan 03 19:51:05 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","230","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:07 GMT 2025","passed","Fri Jan 03 19:51:08 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4423","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:31 GMT 2025","passed","Fri Jan 03 19:52:35 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","15283","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:11 GMT 2025","broken","Fri Jan 03 19:51:26 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","195","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:08 GMT 2025","failed","Fri Jan 03 19:51:08 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","142","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:08 GMT 2025","passed","Fri Jan 03 19:51:08 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","6719","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:16 GMT 2025","passed","Fri Jan 03 19:52:22 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","479","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:06 GMT 2025","failed","Fri Jan 03 19:51:06 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","15010","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:26 GMT 2025","broken","Fri Jan 03 19:51:41 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","163","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:03 GMT 2025","failed","Fri Jan 03 19:51:03 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","175","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:03 GMT 2025","failed","Fri Jan 03 19:51:03 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","7958","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:53:04 GMT 2025","passed","Fri Jan 03 19:53:12 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5670","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:53:16 GMT 2025","passed","Fri Jan 03 19:53:22 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","1532","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:01 GMT 2025","failed","Fri Jan 03 19:51:02 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4409","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:53:12 GMT 2025","passed","Fri Jan 03 19:53:16 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5596","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:35 GMT 2025","failed","Fri Jan 03 19:52:41 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","408","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:06 GMT 2025","passed","Fri Jan 03 19:51:07 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","14994","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:56 GMT 2025","broken","Fri Jan 03 19:52:11 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","163","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:04 GMT 2025","failed","Fri Jan 03 19:51:04 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","221","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:03 GMT 2025","failed","Fri Jan 03 19:51:03 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","16064","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:41 GMT 2025","broken","Fri Jan 03 19:52:57 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","4948","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:22 GMT 2025","failed","Fri Jan 03 19:52:27 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","6811","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:52:57 GMT 2025","passed","Fri Jan 03 19:53:04 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","432","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:05 GMT 2025","failed","Fri Jan 03 19:51:06 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","326","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:08 GMT 2025","failed","Fri Jan 03 19:51:08 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","290","Runs Cucumber Scenarios","Command line suite","Fri Jan 03 19:51:09 GMT 2025","passed","Fri Jan 03 19:51:09 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
