"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4309","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:05 GMT 2025","passed","Thu Jan 02 16:26:09 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","214","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:10 GMT 2025","passed","Thu Jan 02 16:25:10 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","5108","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:50 GMT 2025","passed","Thu Jan 02 16:26:55 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","124","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:15 GMT 2025","passed","Thu Jan 02 16:25:15 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","7817","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:28 GMT 2025","passed","Thu Jan 02 16:26:36 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","228","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:16 GMT 2025","failed","Thu Jan 02 16:25:16 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","237","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:16 GMT 2025","passed","Thu Jan 02 16:25:16 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","5846","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:26 GMT 2025","passed","Thu Jan 02 16:25:31 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","144","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:15 GMT 2025","passed","Thu Jan 02 16:25:15 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","1838","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:07 GMT 2025","passed","Thu Jan 02 16:25:09 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","5484","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:09 GMT 2025","passed","Thu Jan 02 16:26:14 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5953","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:55 GMT 2025","passed","Thu Jan 02 16:27:01 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","6591","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:21 GMT 2025","passed","Thu Jan 02 16:26:28 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","155","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:10 GMT 2025","failed","Thu Jan 02 16:25:10 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","6770","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:14 GMT 2025","passed","Thu Jan 02 16:26:21 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","173","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:10 GMT 2025","failed","Thu Jan 02 16:25:10 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","5651","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:40 GMT 2025","passed","Thu Jan 02 16:26:46 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","219","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:16 GMT 2025","passed","Thu Jan 02 16:25:16 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","551","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:13 GMT 2025","passed","Thu Jan 02 16:25:13 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","6963","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:38 GMT 2025","passed","Thu Jan 02 16:25:45 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","4548","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:45 GMT 2025","passed","Thu Jan 02 16:25:50 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","168","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:11 GMT 2025","passed","Thu Jan 02 16:25:11 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","133","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:15 GMT 2025","broken","Thu Jan 02 16:25:15 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","150","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:11 GMT 2025","failed","Thu Jan 02 16:25:11 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","460","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:09 GMT 2025","passed","Thu Jan 02 16:25:10 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4366","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:46 GMT 2025","passed","Thu Jan 02 16:26:50 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","3653","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:26:01 GMT 2025","passed","Thu Jan 02 16:26:05 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","6361","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:50 GMT 2025","passed","Thu Jan 02 16:25:56 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","388","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:12 GMT 2025","failed","Thu Jan 02 16:25:12 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4823","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:25:56 GMT 2025","passed","Thu Jan 02 16:26:01 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
