"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5661","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:45:39 GMT 2025","passed","Thu Jan 02 10:45:45 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5880","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:46:21 GMT 2025","passed","Thu Jan 02 10:46:27 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","698","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:30 GMT 2025","failed","Thu Jan 02 10:44:31 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","373","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:34 GMT 2025","passed","Thu Jan 02 10:44:35 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","222","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:26 GMT 2025","passed","Thu Jan 02 10:44:26 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","6138","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:53 GMT 2025","passed","Thu Jan 02 10:45:00 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","1975","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:27 GMT 2025","failed","Thu Jan 02 10:44:29 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","231","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:26 GMT 2025","failed","Thu Jan 02 10:44:26 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4502","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:45:35 GMT 2025","passed","Thu Jan 02 10:45:39 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","6629","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:46:37 GMT 2025","passed","Thu Jan 02 10:46:43 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","501","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:31 GMT 2025","passed","Thu Jan 02 10:44:32 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","16851","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:37 GMT 2025","broken","Thu Jan 02 10:44:53 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","7045","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:46:01 GMT 2025","passed","Thu Jan 02 10:46:08 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","3635","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:45:31 GMT 2025","passed","Thu Jan 02 10:45:35 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","4769","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:46:27 GMT 2025","passed","Thu Jan 02 10:46:31 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","7131","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:45:07 GMT 2025","passed","Thu Jan 02 10:45:14 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","8008","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:46:08 GMT 2025","passed","Thu Jan 02 10:46:16 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","552","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:32 GMT 2025","passed","Thu Jan 02 10:44:32 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","264","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:27 GMT 2025","passed","Thu Jan 02 10:44:27 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","1602","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:24 GMT 2025","failed","Thu Jan 02 10:44:25 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","232","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:25 GMT 2025","failed","Thu Jan 02 10:44:26 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","379","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:34 GMT 2025","passed","Thu Jan 02 10:44:34 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","335","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:26 GMT 2025","failed","Thu Jan 02 10:44:26 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","16380","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:45:45 GMT 2025","broken","Thu Jan 02 10:46:01 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","521","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:32 GMT 2025","passed","Thu Jan 02 10:44:33 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","5526","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:46:31 GMT 2025","passed","Thu Jan 02 10:46:37 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","4549","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:46:16 GMT 2025","passed","Thu Jan 02 10:46:21 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5055","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:45:26 GMT 2025","failed","Thu Jan 02 10:45:31 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","7001","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:45:19 GMT 2025","passed","Thu Jan 02 10:45:26 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","172","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:33 GMT 2025","passed","Thu Jan 02 10:44:33 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","205","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 10:44:27 GMT 2025","failed","Thu Jan 02 10:44:27 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
