"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:56:30 GMT 2024","broken","Tue Dec 31 10:56:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","16","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:56:30 GMT 2024","broken","Tue Dec 31 10:56:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","15","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:56:30 GMT 2024","broken","Tue Dec 31 10:56:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","7916","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:58:24 GMT 2024","failed","Tue Dec 31 10:58:32 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","18","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:56:30 GMT 2024","broken","Tue Dec 31 10:56:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","25","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:56:30 GMT 2024","broken","Tue Dec 31 10:56:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","18","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:56:30 GMT 2024","broken","Tue Dec 31 10:56:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","24","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:56:30 GMT 2024","broken","Tue Dec 31 10:56:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","14800","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:57:15 GMT 2024","broken","Tue Dec 31 10:57:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
"","42","Runs Cucumber Scenarios","Suite","Tue Dec 31 10:56:30 GMT 2024","broken","Tue Dec 31 10:56:30 GMT 2024","runner.TestRunner","Cucumber with TestNG Test","runner.TestRunner","runScenario"
