"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7957","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:05:37 GMT 2025","passed","Thu Jan 02 16:05:45 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","153","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:18 GMT 2025","passed","Thu Jan 02 16:04:18 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","294","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:18 GMT 2025","passed","Thu Jan 02 16:04:19 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","7169","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:56 GMT 2025","passed","Thu Jan 02 16:05:03 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","144","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:15 GMT 2025","failed","Thu Jan 02 16:04:15 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","272","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:14 GMT 2025","passed","Thu Jan 02 16:04:14 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","366","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:17 GMT 2025","passed","Thu Jan 02 16:04:17 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","6120","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:05:17 GMT 2025","passed","Thu Jan 02 16:05:23 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5080","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:05:03 GMT 2025","passed","Thu Jan 02 16:05:08 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","3642","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:05:08 GMT 2025","passed","Thu Jan 02 16:05:12 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","3753","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:09 GMT 2025","passed","Thu Jan 02 16:04:13 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4777","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:51 GMT 2025","passed","Thu Jan 02 16:04:56 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","5404","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:05:59 GMT 2025","passed","Thu Jan 02 16:06:05 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","119","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:18 GMT 2025","broken","Thu Jan 02 16:04:18 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","336","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:17 GMT 2025","passed","Thu Jan 02 16:04:17 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","472","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:13 GMT 2025","passed","Thu Jan 02 16:04:14 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","184","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:14 GMT 2025","failed","Thu Jan 02 16:04:14 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4526","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:05:55 GMT 2025","passed","Thu Jan 02 16:05:59 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","233","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:19 GMT 2025","passed","Thu Jan 02 16:04:19 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","361","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:16 GMT 2025","failed","Thu Jan 02 16:04:16 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","4317","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:05:45 GMT 2025","passed","Thu Jan 02 16:05:49 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","254","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:19 GMT 2025","passed","Thu Jan 02 16:04:19 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","5975","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:30 GMT 2025","passed","Thu Jan 02 16:04:36 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","118","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:18 GMT 2025","passed","Thu Jan 02 16:04:18 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
"","6009","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:06:05 GMT 2025","passed","Thu Jan 02 16:06:11 GMT 2025","runner.TestRunnerUI","Command line test","runner.TestRunnerUI","runScenario"
"","137","Runs Cucumber Scenarios","Command line suite","Thu Jan 02 16:04:18 GMT 2025","passed","Thu Jan 02 16:04:18 GMT 2025","runner.TestRunnerAPI","Command line test","runner.TestRunnerAPI","runScenario"
